	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes	releaseDate	posterURL	releaseCountry
56	95016	movie	Die Hard	Die Hard	0	1988	\N	132	Action,Thriller	8.2	711128	1988-07-20	https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
57	95953	movie	Rain Man	Rain Man	0	1988	\N	133	Drama	8.0	437118	1988-12-16	https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
58	96874	movie	Back to the Future Part II	Back to the Future Part II	0	1989	\N	108	Adventure,Comedy,Sci-Fi	7.8	418968	1989-11-22	https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
59	96895	movie	Batman	Batman	0	1989	\N	126	Action,Adventure	7.5	309329	1989-06-23	https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX101_CR0,0,101,150_.jpg	USA
60	97165	movie	Dead Poets Society	Dead Poets Society	0	1989	\N	128	Comedy,Drama	8.1	361728	1989-06-09	https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
61	97576	movie	Indiana Jones and the Last Crusade	Indiana Jones and the Last Crusade	0	1989	\N	127	Action,Adventure	8.2	624350	1989-05-24	https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
62	99088	movie	Back to the Future Part III	Back to the Future Part III	0	1990	\N	118	Adventure,Comedy,Sci-Fi	7.4	352567	1990-05-25	https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
63	99423	movie	Die Hard 2	Die Hard 2	0	1990	\N	124	Action,Thriller	7.1	309920	1990-07-03	https://m.media-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SY150_CR0,0,101,150_.jpg	USA
64	99487	movie	Edward Scissorhands	Edward Scissorhands	0	1990	\N	105	Drama,Fantasy,Romance	7.9	410738	1990-12-14	https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
65	99674	movie	The Godfather: Part III	The Godfather: Part III	0	1990	\N	162	Crime,Drama	7.6	322689	1990-12-25	https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
66	99685	movie	Goodfellas	Goodfellas	0	1990	\N	146	Crime,Drama	8.7	890494	1990-09-21	https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
67	99785	movie	Home Alone	Home Alone	0	1990	\N	103	Comedy,Family	7.5	402276	1990-11-16	https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
68	100405	movie	Pretty Woman	Pretty Woman	0	1990	\N	119	Comedy,Romance	7.0	256626	1990-03-23	https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX101_CR0,0,101,150_.jpg	USA
69	100802	movie	Total Recall	Total Recall	0	1990	\N	113	Action,Sci-Fi,Thriller	7.5	275349	1990-06-01	https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SY150_SX101_.jpg	USA
70	101414	movie	Beauty and the Beast	Beauty and the Beast	0	1991	\N	84	Animation,Family,Fantasy	8.0	383402	1991-11-22	https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
71	102926	movie	The Silence of the Lambs	The Silence of the Lambs	0	1991	\N	118	Crime,Drama,Thriller	8.6	1112554	1991-02-14	https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
72	103064	movie	Terminator 2: Judgment Day	Terminator 2: Judgment Day	0	1991	\N	137	Action,Sci-Fi	8.5	893679	1991-07-03	https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
73	103639	movie	Aladdin	Aladdin	0	1992	\N	90	Adventure,Animation,Comedy	8.0	314224	1992-11-25	https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SY150_CR0,0,101,150_.jpg	USA
74	103644	movie	Alien³	Alien³	0	1992	\N	114	Action,Horror,Sci-Fi	6.4	252046	1992-05-22	https://m.media-amazon.com/images/M/MV5BYTNiYmQzNTctNzAyZC00ODY2LWE3ZjgtODU1NDA0NGI5ZDY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg	USA
75	104431	movie	Home Alone 2: Lost in New York	Home Alone 2: Lost in New York	0	1992	\N	120	Adventure,Comedy,Family	6.7	260843	1992-11-20	https://m.media-amazon.com/images/M/MV5BNDI1MzM0Y2YtYmIyMS00ODE3LTlhZjEtZTUyNmEzMTNhZWU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
76	105236	movie	Reservoir Dogs	Reservoir Dogs	0	1992	\N	99	Crime,Drama,Thriller	8.3	809582	1992-09-02	https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	France
77	105695	movie	Unforgiven	Unforgiven	0	1992	\N	130	Drama,Western	8.2	336047	1992-08-07	https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
78	107048	movie	Groundhog Day	Groundhog Day	0	1993	\N	101	Comedy,Fantasy,Romance	8.0	534878	1993-02-12	https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
79	107290	movie	Jurassic Park	Jurassic Park	0	1993	\N	127	Adventure,Sci-Fi,Thriller	8.1	771401	1993-06-11	https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX101_CR0,0,101,150_.jpg	USA
80	107688	movie	The Nightmare Before Christmas	The Nightmare Before Christmas	0	1993	\N	76	Animation,Family,Fantasy	8.0	265840	1993-10-29	https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX101_CR0,0,101,150_.jpg	USA
81	108052	movie	Schindler's List	Schindler's List	0	1993	\N	195	Biography,Drama,History	8.9	1068712	1994-02-04	https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
82	109040	movie	Ace Ventura: Pet Detective	Ace Ventura: Pet Detective	0	1994	\N	86	Comedy	6.9	252088	1994-02-04	https://m.media-amazon.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@._V1_SY150_CR0,0,101,150_.jpg	USA
83	109686	movie	Dumb and Dumber	Dumb and Dumber	0	1994	\N	107	Comedy	7.3	326127	1994-12-16	https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
84	109830	movie	Forrest Gump	Forrest Gump	0	1994	\N	142	Drama,Romance	8.8	1580293	1994-07-06	https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR1,0,101,150_.jpg	USA
85	110148	movie	Interview with the Vampire: The Vampire Chronicles	Interview with the Vampire: The Vampire Chronicles	0	1994	\N	123	Drama,Horror	7.6	271518	1994-11-11	https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX101_CR0,0,101,150_.jpg	USA
86	110357	movie	The Lion King	The Lion King	0	1994	\N	88	Adventure,Animation,Drama	8.5	818700	1994-06-24	https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX101_CR0,0,101,150_.jpg	USA
87	110413	movie	Léon: The Professional	Léon	0	1994	\N	110	Crime,Drama,Thriller	8.6	908415	1994-11-18	https://m.media-amazon.com/images/M/MV5BZDAwYTlhMDEtNTg0OS00NDY2LWJjOWItNWY3YTZkM2UxYzUzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR3,0,101,150_.jpg	USA
88	110475	movie	The Mask	The Mask	0	1994	\N	101	Comedy,Fantasy	6.9	310729	1994-07-29	https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
89	110912	movie	Pulp Fiction	Pulp Fiction	0	1994	\N	154	Crime,Drama	8.9	1612615	1994-10-14	https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR1,0,101,150_.jpg	USA
90	111161	movie	The Shawshank Redemption	The Shawshank Redemption	0	1994	\N	142	Drama	9.3	2063032	1994-10-14	https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg	USA
91	111257	movie	Speed	Speed	0	1994	\N	116	Action,Adventure,Crime	7.2	299047	1994-06-10	https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
92	112573	movie	Braveheart	Braveheart	0	1995	\N	178	Biography,Drama,History	8.4	880812	1995-05-24	https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
93	112641	movie	Casino	Casino	0	1995	\N	178	Crime,Drama	8.2	408545	1995-11-22	https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX101_CR0,0,101,150_.jpg	USA
94	112864	movie	Die Hard: With a Vengeance	Die Hard: With a Vengeance	0	1995	\N	128	Action,Adventure,Thriller	7.6	337855	1995-05-19	https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
95	113277	movie	Heat	Heat	0	1995	\N	170	Crime,Drama,Thriller	8.2	517563	1995-12-15	https://m.media-amazon.com/images/M/MV5BNDc0YTQ5NGEtM2NkYS00MWRhLThiNzAtNmY3NWU3YzNkMjIyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
96	113497	movie	Jumanji	Jumanji	0	1995	\N	104	Adventure,Family,Fantasy	6.9	265198	1995-12-15	https://m.media-amazon.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR6,0,101,150_.jpg	USA
97	114369	movie	Se7en	Se7en	0	1995	\N	127	Crime,Drama,Mystery	8.6	1264713	1995-09-22	https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
98	114709	movie	Toy Story	Toy Story	0	1995	\N	81	Adventure,Animation,Comedy	8.3	778378	1995-11-22	https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX101_CR0,0,101,150_.jpg	USA
99	114746	movie	Twelve Monkeys	Twelve Monkeys	0	1995	\N	129	Mystery,Sci-Fi,Thriller	8.0	535265	1996-01-05	https://m.media-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
100	114814	movie	The Usual Suspects	The Usual Suspects	0	1995	\N	106	Crime,Mystery,Thriller	8.6	893697	1995-09-15	https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg	USA
101	116282	movie	Fargo	Fargo	0	1996	\N	98	Crime,Drama,Thriller	8.1	554607	1996-04-05	https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR0,0,101,150_.jpg	USA
102	116367	movie	From Dusk Till Dawn	From Dusk Till Dawn	0	1996	\N	108	Action,Crime,Horror	7.2	257270	1996-01-19	https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
103	116629	movie	Independence Day	Independence Day	0	1996	\N	145	Action,Adventure,Sci-Fi	7.0	490474	1996-07-03	https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
104	117060	movie	Mission: Impossible	Mission: Impossible	0	1996	\N	110	Action,Adventure,Thriller	7.1	355171	1996-05-22	https://m.media-amazon.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SY150_CR0,0,101,150_.jpg	USA
105	117500	movie	The Rock	The Rock	0	1996	\N	136	Action,Adventure,Thriller	7.4	290628	1996-06-07	https://m.media-amazon.com/images/M/MV5BZDJjOTE0N2EtMmRlZS00NzU0LWE0ZWQtM2Q3MWMxNjcwZjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
106	117571	movie	Scream	Scream	0	1996	\N	111	Horror,Mystery	7.2	258124	1996-12-20	https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SY150_CR0,0,101,150_.jpg	USA
107	117951	movie	Trainspotting	Trainspotting	0	1996	\N	93	Drama	8.2	582928	1996-08-09	https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
108	118715	movie	The Big Lebowski	The Big Lebowski	0	1998	\N	117	Comedy,Crime	8.1	654304	1998-03-06	https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_SX101_CR0,0,101,150_.jpg	USA
109	118799	movie	Life Is Beautiful	La vita è bella	0	1997	\N	116	Comedy,Drama,Romance	8.6	542228	1999-02-12	https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
110	118880	movie	Con Air	Con Air	0	1997	\N	115	Action,Crime,Thriller	6.8	254891	1997-06-06	https://m.media-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
111	118971	movie	The Devil's Advocate	The Devil's Advocate	0	1997	\N	144	Drama,Mystery,Thriller	7.5	298615	1997-10-17	https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY150_CR2,0,101,150_.jpg	USA
112	119008	movie	Donnie Brasco	Donnie Brasco	0	1997	\N	127	Biography,Crime,Drama	7.8	253212	1997-02-28	https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg	USA
113	119094	movie	Face/Off	Face/Off	0	1997	\N	138	Action,Crime,Sci-Fi	7.3	322727	1997-06-27	https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
114	119116	movie	The Fifth Element	The Fifth Element	0	1997	\N	126	Action,Adventure,Sci-Fi	7.7	397877	1997-05-09	https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SY150_CR2,0,101,150_.jpg	USA
115	119174	movie	The Game	The Game	0	1997	\N	129	Drama,Mystery,Thriller	7.8	311239	1997-09-12	https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR2,0,101,150_.jpg	USA
116	119177	movie	Gattaca	Gattaca	0	1997	\N	106	Drama,Sci-Fi,Thriller	7.8	257518	1997-10-24	https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
117	119217	movie	Good Will Hunting	Good Will Hunting	0	1997	\N	126	Drama,Romance	8.3	754410	1998-01-09	https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
118	119396	movie	Jackie Brown	Jackie Brown	0	1997	\N	154	Crime,Drama,Thriller	7.5	277398	1997-12-25	https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR1,0,101,150_.jpg	USA
119	119488	movie	L.A. Confidential	L.A. Confidential	0	1997	\N	138	Crime,Drama,Mystery	8.3	487505	1997-09-19	https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg	USA
120	119528	movie	Liar Liar	Liar Liar	0	1997	\N	86	Comedy,Fantasy	6.9	256673	1997-03-21	https://m.media-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
121	119567	movie	The Lost World: Jurassic Park	The Lost World: Jurassic Park	0	1997	\N	129	Action,Adventure,Sci-Fi	6.5	339956	1997-05-23	https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SY150_CR0,0,101,150_.jpg	USA
122	119654	movie	Men in Black	Men in Black	0	1997	\N	98	Adventure,Comedy,Mystery	7.3	469944	1997-07-02	https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg	USA
123	119698	movie	Princess Mononoke	Mononoke-hime	0	1997	\N	134	Adventure,Animation,Fantasy	8.4	288626	1997-12-19	https://m.media-amazon.com/images/M/MV5BMTVlNWM4NTAtNDQxYi00YWU5LWIwM2MtZmVjYWFmODZiODE5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR2,0,101,150_.jpg	USA
124	119822	movie	As Good as It Gets	As Good as It Gets	0	1997	\N	139	Comedy,Drama,Romance	7.7	251722	1997-12-25	https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg	USA
125	120338	movie	Titanic	Titanic	0	1997	\N	194	Drama,Romance	7.8	941679	1997-12-19	https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX101_CR0,0,101,150_.jpg	USA
126	120363	movie	Toy Story 2	Toy Story 2	0	1999	\N	92	Adventure,Animation,Comedy	7.9	461925	1999-11-24	https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY150_CR0,0,101,150_.jpg	USA
127	120382	movie	The Truman Show	The Truman Show	0	1998	\N	103	Comedy,Drama,Sci-Fi	8.1	825624	1998-06-05	https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR0,0,101,150_.jpg	USA
128	120586	movie	American History X	American History X	0	1998	\N	119	Drama	8.5	938067	1998-11-20	https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SY150_CR0,0,101,150_.jpg	USA
129	120591	movie	Armageddon	Armageddon	0	1998	\N	151	Action,Adventure,Sci-Fi	6.7	366731	1998-07-01	https://m.media-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR1,0,101,150_.jpg	USA
130	120601	movie	Being John Malkovich	Being John Malkovich	0	1999	\N	113	Comedy,Drama,Fantasy	7.8	286616	1999-12-03	https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SY150_CR2,0,101,150_.jpg	USA
131	120616	movie	The Mummy	The Mummy	0	1999	\N	124	Action,Adventure,Fantasy	7.0	363355	1999-05-07	https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg	USA
132	120663	movie	Eyes Wide Shut	Eyes Wide Shut	0	1999	\N	159	Drama,Mystery,Thriller	7.4	269280	1999-07-16	https://m.media-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SY150_CR0,0,101,150_.jpg	USA
